   1.1000000e+01   8.0000000e+00   0.0000000e+00
   8.0000000e+00   3.0000000e+01   0.0000000e+00
   9.0000000e+00   4.8000000e+01   2.2440000e+02
   8.0000000e+00   6.9000000e+01   4.3440000e+02
   9.0000000e+00   9.0000000e+01   4.1210000e+02
   1.0000000e+01   1.1000000e+02   5.8720000e+02
   9.0000000e+00   1.2900000e+02   1.9230000e+02
   1.1000000e+01   1.5000000e+02   3.1300000e+01
   1.0000000e+01   1.7000000e+02   3.8850000e+02
   8.0000000e+00   1.8800000e+02   1.7460000e+02
   9.0000000e+00   2.0900000e+02   1.8780000e+02
   1.0000000e+01   2.3100000e+02   8.2100000e+01
   1.1000000e+01   2.5000000e+02   8.1100000e+01
   1.0000000e+01   2.6900000e+02   1.2430000e+02
   8.0000000e+00   2.8800000e+02   1.8800000e+02
   3.1000000e+01   1.1000000e+01   2.8700000e+01
   2.9000000e+01   2.9000000e+01   7.8100000e+01
   2.8000000e+01   5.1000000e+01   2.9210000e+02
   3.1000000e+01   6.8000000e+01   8.9520000e+02
   2.8000000e+01   8.8000000e+01   7.0260000e+02
   3.0000000e+01   1.1000000e+02   4.9030000e+02
   2.8000000e+01   1.3000000e+02   1.3610000e+02
   2.8000000e+01   1.5000000e+02   3.3500000e+02
   3.0000000e+01   1.7100000e+02   2.7700000e+02
   2.8000000e+01   1.9000000e+02   2.0610000e+02
   3.1000000e+01   2.0900000e+02   2.4500000e+01
   2.8000000e+01   2.2900000e+02   1.9810000e+02
   3.0000000e+01   2.5000000e+02   6.0300000e+01
   3.1000000e+01   2.6900000e+02   3.1260000e+02
   3.1000000e+01   2.8900000e+02   2.4090000e+02
   4.9000000e+01   1.1000000e+01   6.5330000e+02
   4.9000000e+01   2.9000000e+01   9.6400000e+01
   5.1000000e+01   4.8000000e+01   1.0500000e+02
   4.9000000e+01   6.8000000e+01   3.7800000e+01
   5.0000000e+01   8.8000000e+01   8.2080000e+02
   5.1000000e+01   1.0900000e+02   4.5070000e+02
   4.8000000e+01   1.2900000e+02   1.9040000e+02
   4.9000000e+01   1.5100000e+02   7.7330000e+02
   5.1000000e+01   1.6800000e+02   9.7190000e+02
   4.8000000e+01   1.9000000e+02   7.6240000e+02
   5.0000000e+01   2.1100000e+02   9.6830000e+02
   4.9000000e+01   2.3100000e+02   3.9470000e+02
   5.1000000e+01   2.5000000e+02   3.4300000e+02
   5.0000000e+01   2.6800000e+02   8.6380000e+02
   5.1000000e+01   2.9000000e+02   1.5960000e+02
   7.1000000e+01   9.0000000e+00   4.4580000e+02
   7.1000000e+01   2.9000000e+01   6.7330000e+02
   7.0000000e+01   5.1000000e+01   2.5260000e+02
   6.8000000e+01   7.0000000e+01   5.3750000e+02
   6.9000000e+01   9.0000000e+01   0.0000000e+00
   6.8000000e+01   1.1000000e+02   3.2910000e+02
   6.8000000e+01   1.2800000e+02   6.4630000e+02
   6.9000000e+01   1.4800000e+02   6.1620000e+02
   6.9000000e+01   1.6900000e+02   7.6130000e+02
   7.0000000e+01   1.9100000e+02   9.1800000e+02
   6.9000000e+01   2.0800000e+02   9.7400000e+01
   6.9000000e+01   2.2900000e+02   0.0000000e+00
   6.8000000e+01   2.5000000e+02   0.0000000e+00
   7.1000000e+01   2.6800000e+02   0.0000000e+00
   7.1000000e+01   2.8800000e+02   2.4000000e+00
   9.1000000e+01   1.1000000e+01   3.6830000e+02
   9.1000000e+01   2.9000000e+01   9.1600000e+01
   9.0000000e+01   4.9000000e+01   6.5470000e+02
   9.1000000e+01   6.8000000e+01   6.4550000e+02
   9.1000000e+01   9.1000000e+01   9.0720000e+02
   9.1000000e+01   1.1100000e+02   8.2630000e+02
   8.9000000e+01   1.3000000e+02   9.7530000e+02
   8.8000000e+01   1.4900000e+02   5.5110000e+02
   8.9000000e+01   1.7000000e+02   1.5550000e+02
   8.9000000e+01   1.8800000e+02   1.0700000e+01
   9.0000000e+01   2.1100000e+02   0.0000000e+00
   9.0000000e+01   2.3000000e+02   0.0000000e+00
   8.8000000e+01   2.4900000e+02   0.0000000e+00
   8.8000000e+01   2.6900000e+02   1.2100000e+01
   8.8000000e+01   2.8800000e+02   6.2200000e+01
   1.0900000e+02   1.1000000e+01   3.9960000e+02
   1.1100000e+02   3.1000000e+01   1.7660000e+02
   1.0800000e+02   4.9000000e+01   4.0200000e+02
   1.0900000e+02   6.8000000e+01   2.6060000e+02
   1.0800000e+02   8.8000000e+01   1.9200000e+02
   1.1000000e+02   1.0900000e+02   2.3760000e+02
   1.0900000e+02   1.2900000e+02   7.0200000e+02
   1.1000000e+02   1.4800000e+02   3.8500000e+01
   1.1100000e+02   1.6900000e+02   2.2100000e+01
   1.1100000e+02   1.9100000e+02   2.7000000e+00
   1.1000000e+02   2.0800000e+02   1.7900000e+01
   1.0900000e+02   2.3000000e+02   1.7420000e+02
   1.0900000e+02   2.4900000e+02   1.2900000e+01
   1.0900000e+02   2.6800000e+02   1.8780000e+02
   1.1100000e+02   2.9100000e+02   2.6880000e+02
   1.3000000e+02   9.0000000e+00   5.7250000e+02
   1.3100000e+02   3.1000000e+01   2.9100000e+01
   1.3000000e+02   4.8000000e+01   7.5200000e+01
   1.2800000e+02   7.0000000e+01   3.9990000e+02
   1.2900000e+02   9.0000000e+01   2.4310000e+02
   1.3100000e+02   1.0900000e+02   0.0000000e+00
   1.2900000e+02   1.2800000e+02   2.4470000e+02
   1.3100000e+02   1.4800000e+02   1.8520000e+02
   1.3100000e+02   1.6900000e+02   2.6000000e+01
   1.2900000e+02   1.9100000e+02   0.0000000e+00
   1.2800000e+02   2.0900000e+02   1.0030000e+02
